,Station ID,start station name,Flow,start station latitude,start station longitude
365,3147,E 85 St & 3 Ave,-195,40.77801203,-73.95407149
366,3148,E 84 St & 1 Ave,-6,40.77565541,-73.95068615
367,3150,E 85 St & York Ave,-132,40.77536905,-73.94803392
368,3151,E 81 St & York Ave,-589,40.7728384,-73.94989233
369,3152,3 Ave & E 71 St,-157,40.76873687,-73.96119945
370,3154,E 77 St & 3 Ave,-250,40.77314236,-73.95856158
371,3156,E 72 St & York Ave,-9,40.76663814,-73.95348296
372,3157,East End Ave & E 86 St,20,40.77518615,-73.94446054
373,3158,W 63 St & Broadway,-418,40.77163851,-73.98261428
374,3159,W 67 St & Broadway,-324,40.77492513,-73.98266566
375,3160,Central Park West & W 76 St,-673,40.77896784,-73.97374737
376,3161,W 76 St & Columbus Ave,-1946,40.7801839724239,-73.97728532552719
377,3163,Central Park West & W 68 St,-880,40.7734066,-73.97782542
378,3164,Columbus Ave & W 72 St,-3144,40.7770575,-73.97898475
379,3165,Central Park West & W 72 St,-136,40.77579376683666,-73.97620573639871
380,3166,Riverside Dr & W 72 St,143,40.780577990103346,-73.98562431335448
381,3167,Amsterdam Ave & W 73 St,-850,40.779668090073116,-73.98093044757842
382,3168,Central Park West & W 85 St,-237,40.78472675,-73.96961715
383,3169,Riverside Dr & W 82 St,-248,40.78720869,-73.98128127
384,3170,W 84 St & Columbus Ave,-572,40.78499979,-73.97283406
385,3171,Amsterdam Ave & W 82 St,-880,40.78524672,-73.97667321
386,3172,W 74 St & Columbus Ave,-113,40.7785669,-73.97754961
387,3173,Riverside Blvd & W 67 St,66,40.777507027547976,-73.98888587951659
388,3175,W 70 St & Amsterdam Ave,-288,40.77748046,-73.98288594
389,3177,W 84 St & Broadway,-277,40.7867947,-73.977112
390,3178,Riverside Dr & W 78 St,-113,40.78414472,-73.98362492
391,3179,Park Ave & Marcus Garvey Blvd,8,40.698617,-73.941342
392,3221,47 Ave & 31 St,15,40.743,-73.93561
393,3226,W 82 St & Central Park West,-891,40.78275,-73.97137
394,3231,E 67 St & Park Ave,-200,40.76780080148132,-73.96592080593109
395,3232,Bond St & Fulton St,496,40.68962188790333,-73.98304268717766
396,3233,E 48 St & 5 Ave,-112,40.75724567911726,-73.97805914282799
397,3235,E 41 St & Madison Ave,-260,40.752165280621966,-73.97992193698882
398,3236,W 42 St & Dyer Ave,32,40.75898481399634,-73.99379968643187
399,3241,Monroe St & Tompkins Ave,22,40.686203000000006,-73.944694
400,3242,Schermerhorn St & Court St,36,40.69102925677968,-73.99183362722397
401,3243,E 58 St & 1 Ave (NE Corner),-92,40.75892386377695,-73.96226227283478
402,3244,University Pl & E 8 St,-89,40.73143724085228,-73.99490341544151
403,3246,Montague St & Clinton St,-10,40.694281141397326,-73.99230033159256
404,3249,Verona Pl & Fulton St,18,40.680356084043396,-73.94767910242079
405,3255,8 Ave & W 31 St,1459,40.7505853470215,-73.9946848154068
406,3256,Pier 40 - Hudson River Park,-3,40.7277140777778,-74.01129573583603
407,3259,9 Ave & W 28 St,11,40.74937024193277,-73.99923384189607
408,3260,Mercer St & Bleecker St,1227,40.72706363348306,-73.99662137031554
409,3263,Cooper Square & Astor Pl,165,40.729514962249496,-73.99075269699097
410,3282,5 Ave & E 88 St,91,40.78307,-73.95939
411,3283,W 89 St & Columbus Ave,-1923,40.7882213,-73.97041561
412,3284,E 88 St & Park Ave,-305,40.781410700190015,-73.95595908164978
413,3285,W 87 St & Amsterdam Ave,-130,40.78839,-73.9747
414,3286,E 89 St & 3 Ave,-202,40.7806284,-73.9521667
415,3287,W 87 St & West End Ave,-606,40.789621999999994,-73.97757
416,3288,E 88 St & 1 Ave,118,40.778301,-73.9488134
